ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIO_ID,MANTENIMIENTO_ID
16824,VANDALISMO,2024-04-14T00:00:00,CERRADA,['935-21-8702'],['MNT-05265']
16825,DESGASTE,2023-12-14T00:00:00,ABIERTA,['524-51-3290'],['MNT-03222']
16826,DESGASTE,2023-11-23T00:00:00,CERRADA,['185-34-1506'],"['MNT-01770', 'MNT-03906']"
16827,ROTURA,2024-03-21T00:00:00,CERRADA,['890-40-8421'],['MNT-13137']
16828,DESGASTE,2023-12-27T00:00:00,CERRADA,['480-04-8424'],"['MNT-03794', 'MNT-05200']"
16829,ROTURA,2024-03-04T00:00:00,ABIERTA,['711-13-7444'],['MNT-13556']
16830,DESGASTE,2024-02-08T00:00:00,ABIERTA,['524-74-7985'],"['MNT-01879', 'MNT-07454']"
16831,VANDALISMO,2024-09-08T00:00:00,CERRADA,['324-80-9838'],['MNT-08318']
16832,DESGASTE,2023-11-11T00:00:00,ABIERTA,['345-59-7400'],"['MNT-00290', 'MNT-07437']"
16833,VANDALISMO,2024-06-23T00:00:00,CERRADA,['771-70-3226'],"['MNT-08685', 'MNT-12562']"
16834,MAL FUNCIONAMIENTO,2024-06-24T00:00:00,CERRADA,['898-07-5462'],['MNT-10845']
16835,MAL FUNCIONAMIENTO,2024-01-02T00:00:00,CERRADA,['312-45-3152'],['MNT-13681']
16836,MAL FUNCIONAMIENTO,2024-10-02T00:00:00,CERRADA,['037-10-9032'],['MNT-10381']
16837,ROTURA,2023-10-22T00:00:00,CERRADA,['011-53-8622'],['MNT-12534']
16838,DESGASTE,2024-07-05T00:00:00,ABIERTA,['220-88-0126'],"['MNT-03484', 'MNT-06357', 'MNT-09824']"
16839,MAL FUNCIONAMIENTO,2024-03-30T00:00:00,CERRADA,['162-69-4761'],['MNT-08497']
16840,DESGASTE,2024-09-15T00:00:00,CERRADA,['571-34-0113'],"['MNT-04162', 'MNT-07685']"
16841,VANDALISMO,2023-11-29T00:00:00,CERRADA,['793-06-5580'],['MNT-00648']
16842,ROTURA,2023-12-25T00:00:00,CERRADA,['688-80-4984'],['MNT-11818']
16843,ROTURA,2024-06-18T00:00:00,ABIERTA,['052-58-2337'],['MNT-03913']
16844,MAL FUNCIONAMIENTO,2024-05-25T00:00:00,CERRADA,['440-56-3373'],['MNT-02121']
16845,MAL FUNCIONAMIENTO,2023-08-12T00:00:00,CERRADA,['310-33-3493'],['MNT-02179']
16846,VANDALISMO,2023-11-05T00:00:00,ABIERTA,['426-84-2909'],['MNT-08785']
16847,MAL FUNCIONAMIENTO,2024-01-30T00:00:00,ABIERTA,['257-68-9874'],['MNT-11764']
16848,VANDALISMO,2024-07-29T00:00:00,CERRADA,['090-15-7978'],['MNT-07684']
16849,VANDALISMO,2023-12-26T00:00:00,CERRADA,['587-21-0737'],['MNT-13682']
16850,MAL FUNCIONAMIENTO,2024-09-15T00:00:00,CERRADA,['716-57-3396'],['MNT-03078']
16851,ROTURA,2024-05-15T00:00:00,ABIERTA,['197-96-7641'],['MNT-14777']
16852,MAL FUNCIONAMIENTO,2024-05-10T00:00:00,ABIERTA,['862-94-2461'],"['MNT-02279', 'MNT-10468']"
16853,DESGASTE,2024-02-08T00:00:00,ABIERTA,['910-31-7560'],"['MNT-02187', 'MNT-08422']"
16854,VANDALISMO,2024-01-07T00:00:00,CERRADA,['237-83-4017'],['MNT-12073']
16855,DESGASTE,2024-01-16T00:00:00,CERRADA,['900-14-7954'],['MNT-09825']
16856,MAL FUNCIONAMIENTO,2023-10-18T00:00:00,CERRADA,['549-42-7361'],['MNT-11247']
16857,ROTURA,2024-03-22T00:00:00,CERRADA,['832-77-1395'],['MNT-05766']
16858,VANDALISMO,2024-01-15T00:00:00,ABIERTA,['607-72-7507'],"['MNT-01955', 'MNT-03591', 'MNT-11987']"
16859,ROTURA,2024-09-12T00:00:00,CERRADA,['337-73-7571'],"['MNT-07225', 'MNT-14369']"
16860,DESGASTE,2024-01-11T00:00:00,CERRADA,['467-45-7526'],['MNT-02449']
16861,VANDALISMO,2024-02-11T00:00:00,CERRADA,['630-84-3384'],"['MNT-03175', 'MNT-14314']"
16862,DESGASTE,2024-01-28T00:00:00,ABIERTA,['899-15-3841'],['MNT-10644']
16863,DESGASTE,2024-08-10T00:00:00,ABIERTA,['413-53-1313'],['MNT-06892']
16864,DESGASTE,2023-03-12T00:00:00,CERRADA,['128-56-0091'],"['MNT-05327', 'MNT-08603']"
16865,VANDALISMO,2024-08-04T00:00:00,ABIERTA,['548-67-9009'],['MNT-02643']
16866,MAL FUNCIONAMIENTO,2024-04-16T00:00:00,ABIERTA,['665-01-2463'],['MNT-01886']
16867,MAL FUNCIONAMIENTO,2023-10-26T00:00:00,ABIERTA,['938-00-6512'],['MNT-04531']
16868,ROTURA,2023-12-04T00:00:00,CERRADA,['229-44-6116'],['MNT-10722']
16869,VANDALISMO,2024-11-07T00:00:00,CERRADA,['438-47-8119'],"['MNT-01348', 'MNT-04293', 'MNT-11069']"
16870,ROTURA,2024-08-21T00:00:00,CERRADA,['857-09-2166'],"['MNT-13345', 'MNT-14228']"
16871,MAL FUNCIONAMIENTO,2024-03-12T00:00:00,CERRADA,['649-33-3590'],['MNT-09320']
16872,VANDALISMO,2023-12-02T00:00:00,CERRADA,['706-01-6175'],['MNT-13050']
16873,DESGASTE,2024-07-04T00:00:00,ABIERTA,['436-21-1894'],['MNT-12068']
16874,MAL FUNCIONAMIENTO,2023-10-15T00:00:00,CERRADA,['463-63-1195'],['MNT-03340']
16875,ROTURA,2024-01-06T00:00:00,ABIERTA,['646-47-3383'],['MNT-13518']
16876,ROTURA,2024-01-28T00:00:00,ABIERTA,['419-09-9378'],['MNT-03645']
16877,VANDALISMO,2023-12-11T00:00:00,ABIERTA,['571-66-6912'],['MNT-01404']
16878,VANDALISMO,2024-05-05T00:00:00,ABIERTA,['292-36-6774'],['MNT-06475']
16879,ROTURA,2024-03-17T00:00:00,CERRADA,['712-21-0305'],"['MNT-08016', 'MNT-11029']"
16880,ROTURA,2023-11-26T00:00:00,CERRADA,['937-28-2629'],['MNT-03148']
16881,DESGASTE,2024-07-12T00:00:00,ABIERTA,['916-31-1570'],['MNT-09111']
16882,DESGASTE,2024-07-07T00:00:00,ABIERTA,['889-34-2169'],['MNT-12077']
16883,ROTURA,2024-06-29T00:00:00,ABIERTA,['329-22-9364'],"['MNT-00393', 'MNT-02854']"
16884,VANDALISMO,2024-01-03T00:00:00,ABIERTA,['144-65-2943'],"['MNT-06827', 'MNT-08382']"
16885,ROTURA,2024-03-21T00:00:00,CERRADA,['873-88-3822'],"['MNT-02066', 'MNT-13590']"
16886,ROTURA,2024-04-29T00:00:00,CERRADA,['943-00-3375'],['MNT-08648']
16887,VANDALISMO,2024-05-17T00:00:00,CERRADA,['250-18-2160'],['MNT-04226']
16888,VANDALISMO,2024-01-29T00:00:00,CERRADA,['437-16-3169'],['MNT-02875']
16889,DESGASTE,2023-10-18T00:00:00,ABIERTA,['070-17-6111'],['MNT-08220']
16890,DESGASTE,2024-01-21T00:00:00,ABIERTA,['068-48-4836'],['MNT-06811']
16891,ROTURA,2024-04-22T00:00:00,CERRADA,['133-35-6240'],['MNT-12914']
16892,ROTURA,2024-07-18T00:00:00,CERRADA,['884-27-8639'],['MNT-08594']
16893,VANDALISMO,2024-03-13T00:00:00,ABIERTA,['669-90-5634'],['MNT-01804']
16894,ROTURA,2024-08-05T00:00:00,ABIERTA,['511-50-7254'],['MNT-09139']
16895,ROTURA,2023-11-10T00:00:00,ABIERTA,['960-15-3577'],"['MNT-03390', 'MNT-10471']"
16896,ROTURA,2024-03-04T00:00:00,ABIERTA,['946-68-8491'],"['MNT-07110', 'MNT-07540']"
16897,VANDALISMO,2024-10-05T00:00:00,ABIERTA,['083-95-5001'],['MNT-05497']
16898,ROTURA,2024-04-26T00:00:00,CERRADA,['997-99-5723'],['MNT-01403']
16899,MAL FUNCIONAMIENTO,2024-08-31T00:00:00,CERRADA,['004-96-3792'],['MNT-07548']
16900,MAL FUNCIONAMIENTO,2024-06-17T00:00:00,CERRADA,['466-10-8414'],['MNT-09111']
16901,MAL FUNCIONAMIENTO,2023-12-09T00:00:00,ABIERTA,['658-70-2211'],"['MNT-00392', 'MNT-10383']"
16902,ROTURA,2024-02-04T00:00:00,ABIERTA,['850-58-0320'],['MNT-06144']
16903,DESGASTE,2023-11-20T00:00:00,ABIERTA,['478-75-7296'],['MNT-03231']
16904,VANDALISMO,2023-11-25T00:00:00,ABIERTA,['113-68-8409'],"['MNT-00624', 'MNT-07396', 'MNT-10083']"
16905,ROTURA,2024-09-12T00:00:00,CERRADA,['654-49-7849'],['MNT-12365']
16906,ROTURA,2024-01-12T00:00:00,CERRADA,['348-84-1392'],['MNT-14699']
16907,DESGASTE,2024-02-21T00:00:00,CERRADA,['147-39-1274'],['MNT-02968']
16908,VANDALISMO,2024-07-31T00:00:00,ABIERTA,['119-40-2394'],"['MNT-13098', 'MNT-14172']"
16909,VANDALISMO,2024-09-22T00:00:00,ABIERTA,['015-95-0852'],['MNT-07273']
16910,ROTURA,2024-05-25T00:00:00,CERRADA,['674-84-7173'],"['MNT-02470', 'MNT-02892']"
16911,MAL FUNCIONAMIENTO,2024-03-15T00:00:00,ABIERTA,['901-12-5646'],['MNT-13637']
16912,VANDALISMO,2024-08-18T00:00:00,CERRADA,['546-85-7973'],['MNT-08518']
16913,DESGASTE,2023-12-06T00:00:00,ABIERTA,['203-01-8534'],"['MNT-13494', 'MNT-14240']"
16914,MAL FUNCIONAMIENTO,2024-10-13T00:00:00,CERRADA,['078-01-0177'],['MNT-04785']
16915,ROTURA,2024-02-25T00:00:00,ABIERTA,['216-32-7342'],['MNT-02023']
16916,VANDALISMO,2024-01-01T00:00:00,ABIERTA,['597-40-7988'],"['MNT-04087', 'MNT-13722']"
16917,ROTURA,2023-11-06T00:00:00,ABIERTA,['374-52-7295'],"['MNT-08544', 'MNT-13343']"
16918,ROTURA,2024-08-29T00:00:00,CERRADA,['406-85-3114'],['MNT-13634']
16919,ROTURA,2024-06-07T00:00:00,ABIERTA,['180-06-3131'],"['MNT-07693', 'MNT-10544']"
16920,VANDALISMO,2024-06-05T00:00:00,CERRADA,['951-63-9007'],"['MNT-00696', 'MNT-04264']"
16921,ROTURA,2024-01-22T00:00:00,CERRADA,['864-81-6061'],['MNT-08497']
16922,VANDALISMO,2024-01-05T00:00:00,CERRADA,['976-47-9582'],['MNT-10429']
16923,MAL FUNCIONAMIENTO,2024-05-08T00:00:00,CERRADA,['469-67-6113'],['MNT-00240']
16924,MAL FUNCIONAMIENTO,2024-05-08T00:00:00,ABIERTA,['857-25-3333'],"['MNT-10893', 'MNT-11486']"
16925,MAL FUNCIONAMIENTO,2024-06-24T00:00:00,ABIERTA,['387-59-7859'],['MNT-12357']
16926,ROTURA,2023-11-01T00:00:00,CERRADA,['683-43-2780'],['MNT-10159']
16927,MAL FUNCIONAMIENTO,2024-05-02T00:00:00,ABIERTA,['298-27-0066'],"['MNT-01916', 'MNT-04239', 'MNT-12824']"
16928,DESGASTE,2024-12-01T00:00:00,CERRADA,['156-59-1129'],['MNT-14561']
16929,DESGASTE,2024-07-07T00:00:00,ABIERTA,['700-87-8969'],['MNT-06523']
16930,ROTURA,2024-10-06T00:00:00,ABIERTA,['233-93-5964'],['MNT-09776']
16931,ROTURA,2024-07-12T00:00:00,CERRADA,['611-68-2609'],['MNT-04531']
16932,MAL FUNCIONAMIENTO,2024-06-21T00:00:00,CERRADA,['299-71-3841'],['MNT-14227']
16933,VANDALISMO,2024-03-20T00:00:00,CERRADA,['242-79-8582'],['MNT-06101']
16934,MAL FUNCIONAMIENTO,2024-09-27T00:00:00,CERRADA,['231-45-5576'],['MNT-01874']
16935,MAL FUNCIONAMIENTO,2024-05-06T00:00:00,CERRADA,['186-45-3803'],['MNT-08003']
16936,MAL FUNCIONAMIENTO,2024-03-24T00:00:00,CERRADA,['842-47-3706'],['MNT-07801']
16937,VANDALISMO,2023-12-13T00:00:00,CERRADA,['222-97-1134'],['MNT-13328']
16938,ROTURA,2023-11-01T00:00:00,ABIERTA,['992-70-6035'],"['MNT-03539', 'MNT-14315']"
16939,VANDALISMO,2024-02-06T00:00:00,ABIERTA,['201-70-4326'],['MNT-14769']
16940,MAL FUNCIONAMIENTO,2023-12-31T00:00:00,CERRADA,['515-36-5433'],['MNT-02175']
16941,DESGASTE,2024-04-24T00:00:00,ABIERTA,['817-99-7635'],"['MNT-11209', 'MNT-12608']"
16942,DESGASTE,2024-04-26T00:00:00,ABIERTA,['231-69-6923'],['MNT-01910']
16943,DESGASTE,2024-02-07T00:00:00,CERRADA,['327-80-7782'],"['MNT-05426', 'MNT-09656']"
16944,VANDALISMO,2024-06-30T00:00:00,CERRADA,['586-88-4233'],['MNT-03648']
16945,MAL FUNCIONAMIENTO,2024-09-14T00:00:00,CERRADA,['447-62-6139'],['MNT-10676']
16946,ROTURA,2024-04-21T00:00:00,CERRADA,['847-04-5771'],['MNT-05430']
16947,ROTURA,2023-03-12T00:00:00,CERRADA,['434-41-2094'],['MNT-06045']
16948,MAL FUNCIONAMIENTO,2024-06-10T00:00:00,CERRADA,['157-17-7355'],"['MNT-03138', 'MNT-10181']"
16949,ROTURA,2024-02-21T00:00:00,CERRADA,['032-51-4058'],['MNT-08130']
16950,MAL FUNCIONAMIENTO,2024-03-23T00:00:00,ABIERTA,['814-72-4675'],"['MNT-06850', 'MNT-12858']"
16951,DESGASTE,2024-04-17T00:00:00,ABIERTA,['072-22-2685'],['MNT-02364']
16952,MAL FUNCIONAMIENTO,2024-09-14T00:00:00,CERRADA,['338-24-7234'],['MNT-10089']
16953,VANDALISMO,2024-06-20T00:00:00,ABIERTA,['981-71-5715'],"['MNT-00075', 'MNT-06938']"
16954,DESGASTE,2024-01-26T00:00:00,CERRADA,['317-40-6691'],['MNT-02307']
16955,DESGASTE,2024-09-25T00:00:00,ABIERTA,['084-11-0542'],['MNT-02229']
16956,DESGASTE,2024-06-16T00:00:00,ABIERTA,['175-95-7627'],['MNT-06245']
16957,DESGASTE,2024-02-24T00:00:00,ABIERTA,['989-12-9476'],['MNT-04771']
16958,DESGASTE,2024-10-11T00:00:00,ABIERTA,['347-51-9665'],['MNT-02751']
16959,DESGASTE,2023-10-21T00:00:00,CERRADA,['087-90-4718'],"['MNT-04356', 'MNT-11765']"
16960,ROTURA,2024-09-08T00:00:00,ABIERTA,['733-64-0587'],['MNT-01833']
16961,ROTURA,2024-06-06T00:00:00,CERRADA,['036-62-8656'],"['MNT-06088', 'MNT-07349', 'MNT-11380']"
16962,DESGASTE,2023-11-05T00:00:00,CERRADA,['239-90-7990'],"['MNT-06572', 'MNT-11656', 'MNT-14449']"
16963,VANDALISMO,2024-04-18T00:00:00,ABIERTA,['206-00-9502'],['MNT-07283']
16964,ROTURA,2023-10-24T00:00:00,CERRADA,['145-40-9138'],['MNT-02541']
16965,MAL FUNCIONAMIENTO,2023-11-26T00:00:00,ABIERTA,['320-45-0448'],['MNT-02121']
16966,VANDALISMO,2024-08-28T00:00:00,CERRADA,['756-09-3656'],['MNT-02804']
16967,DESGASTE,2023-12-22T00:00:00,CERRADA,['342-26-1938'],['MNT-12845']
16968,ROTURA,2024-05-29T00:00:00,ABIERTA,['602-36-1059'],['MNT-01023']
16969,ROTURA,2023-12-13T00:00:00,ABIERTA,['412-44-5459'],['MNT-00236']
16970,VANDALISMO,2024-05-04T00:00:00,CERRADA,['643-18-0959'],['MNT-00755']
16971,ROTURA,2024-08-11T00:00:00,CERRADA,['847-60-2158'],['MNT-14179']
16972,MAL FUNCIONAMIENTO,2024-04-10T00:00:00,CERRADA,['131-17-4505'],['MNT-10201']
16973,DESGASTE,2024-05-16T00:00:00,CERRADA,['845-77-5432'],"['MNT-06418', 'MNT-10182']"
16974,MAL FUNCIONAMIENTO,2024-06-08T00:00:00,ABIERTA,['774-07-2188'],['MNT-10763']
16975,VANDALISMO,2024-09-08T00:00:00,ABIERTA,['306-25-7875'],"['MNT-02423', 'MNT-14662']"
16976,MAL FUNCIONAMIENTO,2024-01-21T00:00:00,ABIERTA,['295-38-2974'],"['MNT-00927', 'MNT-08242']"
16977,DESGASTE,2024-08-31T00:00:00,ABIERTA,['592-01-6474'],['MNT-07545']
16978,ROTURA,2024-06-02T00:00:00,CERRADA,['129-45-3473'],['MNT-01252']
16979,MAL FUNCIONAMIENTO,2024-08-28T00:00:00,CERRADA,['034-59-5912'],['MNT-03768']
16980,MAL FUNCIONAMIENTO,2024-09-11T00:00:00,CERRADA,['216-71-2624'],['MNT-09321']
16981,MAL FUNCIONAMIENTO,2024-04-20T00:00:00,ABIERTA,['042-09-1948'],['MNT-06359']
16982,DESGASTE,2024-05-05T00:00:00,ABIERTA,['915-57-6589'],['MNT-07229']
16983,MAL FUNCIONAMIENTO,2023-12-09T00:00:00,CERRADA,['076-37-2758'],['MNT-02180']
16984,VANDALISMO,2024-09-05T00:00:00,ABIERTA,['797-83-0198'],['MNT-14946']
16985,DESGASTE,2024-08-26T00:00:00,CERRADA,['653-80-0417'],['MNT-00048']
16986,VANDALISMO,2023-11-26T00:00:00,ABIERTA,['538-55-6536'],['MNT-03006']
16987,ROTURA,2024-09-14T00:00:00,ABIERTA,['754-86-8410'],['MNT-06339']
16988,DESGASTE,2024-03-31T00:00:00,CERRADA,['940-15-7539'],"['MNT-05004', 'MNT-06612']"
16989,DESGASTE,2024-09-06T00:00:00,ABIERTA,['505-24-5642'],['MNT-06563']
16990,VANDALISMO,2024-06-22T00:00:00,CERRADA,['021-57-8743'],['MNT-08010']
16991,MAL FUNCIONAMIENTO,2024-09-02T00:00:00,ABIERTA,['307-63-8735'],['MNT-05676']
16992,MAL FUNCIONAMIENTO,2024-01-14T00:00:00,CERRADA,['903-25-2403'],['MNT-01163']
16993,DESGASTE,2023-12-20T00:00:00,ABIERTA,['933-02-1305'],"['MNT-09188', 'MNT-10714', 'MNT-14694']"
16994,ROTURA,2024-04-28T00:00:00,CERRADA,['870-54-0079'],"['MNT-02814', 'MNT-14642']"
16995,VANDALISMO,2024-05-15T00:00:00,CERRADA,['383-59-2461'],['MNT-08434']
16996,ROTURA,2024-06-26T00:00:00,CERRADA,['119-07-4706'],['MNT-11768']
16997,VANDALISMO,2024-09-18T00:00:00,CERRADA,['709-59-6919'],['MNT-11081']
16998,DESGASTE,2024-09-18T00:00:00,ABIERTA,['108-57-5516'],['MNT-08592']
16999,VANDALISMO,2023-11-30T00:00:00,ABIERTA,['085-97-4774'],['MNT-12966']
17000,MAL FUNCIONAMIENTO,2024-10-12T00:00:00,CERRADA,['694-81-0619'],['MNT-13459']
17001,VANDALISMO,2024-05-25T00:00:00,CERRADA,['117-80-9887'],"['MNT-04183', 'MNT-06474', 'MNT-13565']"
17002,MAL FUNCIONAMIENTO,2024-01-06T00:00:00,CERRADA,['669-96-2721'],"['MNT-05410', 'MNT-05513']"
17003,DESGASTE,2024-04-23T00:00:00,ABIERTA,['252-74-0317'],"['MNT-02147', 'MNT-05085', 'MNT-14422']"
17004,DESGASTE,2024-06-08T00:00:00,ABIERTA,['560-92-4692'],['MNT-11114']
17005,DESGASTE,2023-12-11T00:00:00,ABIERTA,['030-14-3953'],"['MNT-11825', 'MNT-13298']"
17006,MAL FUNCIONAMIENTO,2024-09-22T00:00:00,ABIERTA,['436-56-0351'],['MNT-11555']
17007,VANDALISMO,2024-08-23T00:00:00,CERRADA,['457-91-2529'],['MNT-14452']
17008,VANDALISMO,2024-06-26T00:00:00,ABIERTA,['808-65-2576'],['MNT-03209']
17009,ROTURA,2024-07-25T00:00:00,CERRADA,['905-00-9277'],['MNT-11241']
17010,VANDALISMO,2023-12-12T00:00:00,CERRADA,['034-91-3125'],['MNT-13568']
17011,ROTURA,2024-04-22T00:00:00,CERRADA,['472-06-4454'],['MNT-09853']
17012,MAL FUNCIONAMIENTO,2024-07-03T00:00:00,ABIERTA,['141-59-9941'],['MNT-09542']
17013,MAL FUNCIONAMIENTO,2023-10-28T00:00:00,CERRADA,['313-88-1599'],"['MNT-02424', 'MNT-12747']"
17014,DESGASTE,2024-01-25T00:00:00,CERRADA,['376-33-5661'],['MNT-04521']
17015,ROTURA,2023-10-23T00:00:00,CERRADA,['495-29-8363'],['MNT-00763']
17016,DESGASTE,2024-02-11T00:00:00,ABIERTA,['153-70-9782'],['MNT-13697']
17017,MAL FUNCIONAMIENTO,2024-08-03T00:00:00,ABIERTA,['470-22-3012'],"['MNT-00317', 'MNT-02278']"
17018,ROTURA,2024-06-09T00:00:00,CERRADA,['303-28-0548'],['MNT-14727']
17019,ROTURA,2023-12-29T00:00:00,ABIERTA,['699-40-3448'],['MNT-01121']
17020,MAL FUNCIONAMIENTO,2023-11-12T00:00:00,ABIERTA,['110-79-1107'],['MNT-03126']
17021,MAL FUNCIONAMIENTO,2024-01-28T00:00:00,CERRADA,['614-10-0332'],"['MNT-05088', 'MNT-06009']"
17022,DESGASTE,2024-04-25T00:00:00,ABIERTA,['689-52-6483'],['MNT-06027']
17023,MAL FUNCIONAMIENTO,2024-07-05T00:00:00,ABIERTA,['517-79-3288'],"['MNT-10908', 'MNT-12896']"
17024,DESGASTE,2023-09-11T00:00:00,CERRADA,['924-39-6587'],"['MNT-03659', 'MNT-09379']"
17025,MAL FUNCIONAMIENTO,2024-10-01T00:00:00,ABIERTA,['094-47-2460'],['MNT-08294']
17026,ROTURA,2023-11-06T00:00:00,ABIERTA,['239-90-7990'],['MNT-13070']
17027,DESGASTE,2024-03-31T00:00:00,CERRADA,['192-20-2080'],['MNT-10121']
17028,VANDALISMO,2024-06-21T00:00:00,ABIERTA,['826-52-5734'],['MNT-06339']
17029,MAL FUNCIONAMIENTO,2024-08-02T00:00:00,CERRADA,['189-16-9350'],"['MNT-03979', 'MNT-13757']"
17030,MAL FUNCIONAMIENTO,2024-09-06T00:00:00,CERRADA,['876-52-7033'],['MNT-11368']
17031,VANDALISMO,2024-02-08T00:00:00,CERRADA,['154-58-7457'],['MNT-13182']
17032,MAL FUNCIONAMIENTO,2024-10-04T00:00:00,CERRADA,['987-47-7378'],['MNT-03322']
17033,ROTURA,2024-03-14T00:00:00,CERRADA,['421-23-6931'],"['MNT-10629', 'MNT-11846']"
17034,MAL FUNCIONAMIENTO,2024-06-20T00:00:00,ABIERTA,['447-17-7284'],['MNT-12989']
17035,MAL FUNCIONAMIENTO,2024-09-30T00:00:00,ABIERTA,['411-36-2499'],['MNT-07949']
17036,VANDALISMO,2024-02-20T00:00:00,ABIERTA,['616-60-4094'],['MNT-01195']
17037,MAL FUNCIONAMIENTO,2024-04-04T00:00:00,ABIERTA,['115-83-1477'],['MNT-09049']
17038,ROTURA,2024-01-27T00:00:00,CERRADA,['110-79-1107'],['MNT-11326']
17039,DESGASTE,2024-03-02T00:00:00,ABIERTA,['538-94-6463'],"['MNT-02323', 'MNT-09329', 'MNT-10517']"
17040,DESGASTE,2023-11-22T00:00:00,ABIERTA,['170-05-5599'],"['MNT-01389', 'MNT-03953']"
17041,VANDALISMO,2024-06-23T00:00:00,ABIERTA,['497-66-4233'],['MNT-11546']
17042,MAL FUNCIONAMIENTO,2023-11-14T00:00:00,CERRADA,['105-74-5180'],['MNT-11512']
17043,VANDALISMO,2024-02-22T00:00:00,ABIERTA,['296-66-3003'],['MNT-03178']
17044,DESGASTE,2024-01-13T00:00:00,ABIERTA,['383-91-9300'],['MNT-11903']
17045,DESGASTE,2024-05-15T00:00:00,ABIERTA,['837-77-9472'],['MNT-13817']
17046,MAL FUNCIONAMIENTO,2023-11-19T00:00:00,ABIERTA,['135-06-3502'],['MNT-13687']
17047,VANDALISMO,2023-12-05T00:00:00,ABIERTA,['684-60-3071'],"['MNT-03685', 'MNT-09169']"
17048,ROTURA,2024-06-30T00:00:00,ABIERTA,['680-01-3482'],"['MNT-00019', 'MNT-08557', 'MNT-08700']"
17049,DESGASTE,2024-04-07T00:00:00,CERRADA,['855-14-6099'],['MNT-02904']
17050,ROTURA,2024-08-01T00:00:00,ABIERTA,['788-01-9534'],['MNT-04140']
17051,DESGASTE,2024-04-29T00:00:00,ABIERTA,['151-14-5799'],['MNT-04805']
17052,ROTURA,2024-09-09T00:00:00,ABIERTA,['179-18-2765'],['MNT-12069']
17053,MAL FUNCIONAMIENTO,2024-08-20T00:00:00,CERRADA,['546-31-1714'],['MNT-14428']
17054,VANDALISMO,2024-02-14T00:00:00,ABIERTA,['363-56-8009'],['MNT-04006']
17055,VANDALISMO,2024-08-28T00:00:00,CERRADA,['835-71-6903'],"['MNT-12603', 'MNT-14835']"
17056,MAL FUNCIONAMIENTO,2024-07-18T00:00:00,ABIERTA,['334-22-5032'],['MNT-08081']
17057,VANDALISMO,2024-06-14T00:00:00,ABIERTA,['431-26-9236'],['MNT-13525']
17058,MAL FUNCIONAMIENTO,2023-11-13T00:00:00,CERRADA,['634-26-5032'],['MNT-02126']
17059,DESGASTE,2024-03-07T00:00:00,ABIERTA,['220-01-1751'],['MNT-00007']
17060,MAL FUNCIONAMIENTO,2024-07-26T00:00:00,CERRADA,['374-51-3395'],['MNT-00546']
17061,DESGASTE,2024-01-24T00:00:00,CERRADA,['519-33-2365'],['MNT-04375']
17062,DESGASTE,2024-06-25T00:00:00,CERRADA,['149-70-6885'],['MNT-14167']
17063,ROTURA,2024-04-24T00:00:00,CERRADA,['163-28-6472'],['MNT-14338']
17064,ROTURA,2024-04-01T00:00:00,ABIERTA,['157-44-1541'],"['MNT-03986', 'MNT-09487', 'MNT-13417']"
17065,DESGASTE,2024-08-13T00:00:00,ABIERTA,['675-84-5869'],['MNT-00403']
17066,DESGASTE,2024-03-26T00:00:00,CERRADA,['149-92-5768'],['MNT-04511']
17067,DESGASTE,2024-01-18T00:00:00,ABIERTA,['222-38-8727'],['MNT-04421']
17068,MAL FUNCIONAMIENTO,2024-10-06T00:00:00,ABIERTA,['934-99-9862'],['MNT-14022']
17069,VANDALISMO,2024-07-17T00:00:00,ABIERTA,['147-50-0341'],['MNT-09859']
17070,VANDALISMO,2024-06-20T00:00:00,ABIERTA,['536-57-8753'],"['MNT-01003', 'MNT-09563']"
17071,DESGASTE,2024-04-30T00:00:00,CERRADA,['805-78-2358'],['MNT-07287']
17072,MAL FUNCIONAMIENTO,2024-03-03T00:00:00,CERRADA,['259-45-8735'],['MNT-09226']
17073,DESGASTE,2024-07-25T00:00:00,CERRADA,['360-06-7025'],"['MNT-02049', 'MNT-04752']"
17074,VANDALISMO,2024-02-24T00:00:00,ABIERTA,['423-30-0022'],['MNT-02826']
17075,ROTURA,2024-08-24T00:00:00,ABIERTA,['248-82-4390'],['MNT-07199']
17076,VANDALISMO,2024-01-04T00:00:00,CERRADA,['819-87-1616'],['MNT-14711']
17077,ROTURA,2024-04-13T00:00:00,CERRADA,['275-73-0809'],['MNT-10398']
17078,VANDALISMO,2024-01-06T00:00:00,ABIERTA,['211-98-1000'],"['MNT-08580', 'MNT-13975']"
17079,DESGASTE,2024-02-10T00:00:00,CERRADA,['891-42-5359'],['MNT-07037']
17080,VANDALISMO,2024-09-21T00:00:00,CERRADA,['029-70-6548'],['MNT-01393']
17081,VANDALISMO,2023-10-21T00:00:00,ABIERTA,['423-85-1405'],['MNT-11754']
17082,VANDALISMO,2024-08-03T00:00:00,CERRADA,['751-42-4478'],['MNT-12573']
17083,DESGASTE,2023-11-10T00:00:00,CERRADA,['955-50-8165'],['MNT-14361']
17084,VANDALISMO,2024-02-01T00:00:00,ABIERTA,['439-24-4606'],['MNT-10764']
17085,DESGASTE,2024-01-29T00:00:00,ABIERTA,['151-50-0306'],['MNT-02250']
17086,VANDALISMO,2024-02-07T00:00:00,ABIERTA,['888-45-2953'],['MNT-02329']
